id,company,slug,city,state,website,phone,email,description,amenities,events,claimed,contact_count,lat,lng
6629,The Virtual Office Group,,,GA,http://thevirtualofficegroup.com,,,"The Virtual Office Group is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pro",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6636,Wework 1155 Perimeter Center West,,Atlanta,GA,http://www.wework.com/buildings/1155-perimeter-center-west--atlanta--ga,,,"Wework 1155 Perimeter Center West is a premier coworking destination in Atlanta, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs,",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,33.749,-84.388
6637,Novel Coworking Johnson Square,,Savannah,GA,https://expansive.com/locations/georgia/savannah/johnson-square,,,"Novel Coworking Johnson Square is a premier coworking destination in Savannah, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, w",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.73327872454433,-82.32676026923156
6643,Capcity Coworks,,Albany,GA,https://capcitycoworks.com,,,"Capcity Coworks is a premier coworking destination in Albany, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the per",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.6526,-73.7562
6645,Sunrise Solars Coworking,,Latham,GA,,,,"Sunrise Solars Coworking is a premier coworking destination in Latham, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provid",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,31.185246213631626,-83.4718898141487
6646,Harmony Coworks,,Cohoes,GA,https://www.harmonycoworks.com,,,"Harmony Coworks is a premier coworking destination in Cohoes, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the per",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.42565610745416,-83.07615518538817
6649,Hangr Coworks,,Clifton Park,GA,https://hangrcoworks.com,,,"Hangr Coworks is a premier coworking destination in Clifton Park, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.862281751497925,-82.41583720504435
6651,"The Innovation Spot, Coworking Meeting Conference And Office Space",,Woodstock,GA,https://www.theinnovationspot.com/privacy-policy,,,"The Innovation Spot, Coworking Meeting Conference And Office Space is a premier coworking destination in Woodstock, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.21692626198607,-81.94383565229558
6653,Valdosta Shared Office Suites,,Valdosta,GA,https://www.valdostasharedofficespace.com,,,"Valdosta Shared Office Suites is a premier coworking destination in Valdosta, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.51254027766533,-83.60510982446374
6657,Regus Regus Centre Corp,,Alpharetta,GA,https://www.regus.com/locations/united-states/georgia/alpharetta/georgia-alpharetta-north-point,,,"Regus Regus Centre Corp is a premier coworking destination in Alpharetta, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pro",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.61081436072346,-83.82162587838667
6658,Parkway Office Suites Ltd,,Peachtree Corners,GA,http://www.suburbanexecutivesuites.com,,,"Parkway Office Suites Ltd is a premier coworking destination in Peachtree Corners, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneur",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,31.976026825202045,-83.64828562328952
6659,Roam Innovative Workplace,,Alpharetta,GA,http://meetatroam.com,,,"Roam Innovative Workplace is a premier coworking destination in Alpharetta, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.61081436072346,-83.82162587838667
6664,Fayette Executive Center,,Fayetteville,GA,https://www.fayetteexecutivecenter.net,,,"Fayette Executive Center is a premier coworking destination in Fayetteville, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,33.157315337230045,-83.48688288914833
6668,Executive Suites At Millbrook,,Tyrone,GA,https://www.esmoffices.com,,,"Executive Suites At Millbrook is a premier coworking destination in Tyrone, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,31.918577912376424,-83.10620481407942
6669,Peachtree Executive Suites,,Peachtree City,GA,https://peachtreeexecutivesuites.com,,,"Peachtree Executive Suites is a premier coworking destination in Peachtree City, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs,",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.875748203344926,-83.00074246637506
6670,Mcs Executive Suites & Business Center,,Fayetteville,GA,https://mcsexecctr.com,,,"Mcs Executive Suites & Business Center is a premier coworking destination in Fayetteville, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entr",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,33.157315337230045,-83.48688288914833
6671,Executive Suites At Aberden Cr,,Peachtree City,GA,https://www.aberdeensuitesllc.com,,,"Executive Suites At Aberden Cr is a premier coworking destination in Peachtree City, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entreprene",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.875748203344926,-83.00074246637506
6673,Launch And Go Workspace,,Peachtree City,GA,https://www.launchandgoworkspace.com,,,"Launch And Go Workspace is a premier coworking destination in Peachtree City, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.875748203344926,-83.00074246637506
6678,Chattanooga Executive Center,,Chattanooga,GA,https://www.chattanoogaexecutivecenter.com,,,"Chattanooga Executive Center is a premier coworking destination in Chattanooga, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.46303691568905,-83.2009325939404
6682,Desktop Coworking Community,,Kennesaw,GA,https://www.workatdesktop.com,,,"Desktop Coworking Community is a premier coworking destination in Kennesaw, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.32578024517294,-83.55446339078732
6684,Premier Executive Suites,,Woodstock,GA,http://woodstockofficespace.com/meeting-rooms,,,"Premier Executive Suites is a premier coworking destination in Woodstock, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pro",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.21692626198607,-81.94383565229558
6686,Capitol Executive Suites,,Douglasville,GA,http://www.meritagecentre.com,,,"Capitol Executive Suites is a premier coworking destination in Douglasville, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.838834144173276,-82.96715490558104
6688,Eastside Pavilion Office Suites,,Conyers,GA,http://www.eastsidepavilionofficesuites.com,,,"Eastside Pavilion Office Suites is a premier coworking destination in Conyers, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, w",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.35025364196767,-82.40978296824464
6690,Lakeside Executive Suites,,Acworth,GA,https://www.acworthsuites.com,,,"Lakeside Executive Suites is a premier coworking destination in Acworth, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we prov",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,33.16106566039574,-83.8730726959769
6693,Shared Workspace By Technique,,Forest Park,GA,https://www.sharedworkspace.tech,,,"Shared Workspace By Technique is a premier coworking destination in Forest Park, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs,",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.270849897873305,-82.78582456211187
6694,Baker Office Suites,,Tallahassee,GA,http://www.bakerofficesuites.com/virtual-office,,,"Baker Office Suites is a premier coworking destination in Tallahassee, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provid",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.87021966559176,-83.83076052820522
6696,Ceo Business Center,,Duluth,GA,http://ceocenters.com,,,"Ceo Business Center is a premier coworking destination in Duluth, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.087833315090755,-82.77139323296132
6697,Lionshare Cowork,,Jacksonville Beach,GA,https://www.lionsharecowork.com,,,"Lionshare Cowork is a premier coworking destination in Jacksonville Beach, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pr",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,30.3322,-81.6557
6698,Clocktower Office Suites At The Lakes,,Kingsland,GA,https://jbaileycompany.net,,,"Clocktower Office Suites At The Lakes is a premier coworking destination in Kingsland, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepre",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,33.0620800622915,-82.18770615883206
6699,Spring Glen Office Park,,Jacksonville,GA,https://www.springglenofficepark.com,,,"Spring Glen Office Park is a premier coworking destination in Jacksonville, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,30.3322,-81.6557
6700,Executive Suite Professionals,,Jacksonville,GA,https://executivesuiteprofessionals.com,,,"Executive Suite Professionals is a premier coworking destination in Jacksonville, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,30.3322,-81.6557
6701,Amelia Office Suites,,Fernandina Beach,GA,https://ameliaofficesuites.com,,,"Amelia Office Suites is a premier coworking destination in Fernandina Beach, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.848715766318335,-83.77213724347482
6702,Scenic Office Suites,,Snellville,GA,https://www.scenicofficesuites.com,,,"Scenic Office Suites is a premier coworking destination in Snellville, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provid",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,33.0412285893623,-82.93155010887334
6710,Carlson Cowork,,Rochester,GA,https://carlsoncowork.com,,,"Carlson Cowork is a premier coworking destination in Rochester, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,43.161,-77.6109
6713,The Concierge Office Suites,,Chattanooga,GA,https://theconciergeofficesuites.com,,,"The Concierge Office Suites is a premier coworking destination in Chattanooga, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, w",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.46303691568905,-83.2009325939404
6717,Office Space Atlanta,,Atlanta,GA,https://www.officespaceatlanta.com,,,"Office Space Atlanta is a premier coworking destination in Atlanta, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide t",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,33.749,-84.388
6719,C3 Village Coworking,,Stone Mountain,GA,https://c3village.com/en,,,"C3 Village Coworking is a premier coworking destination in Stone Mountain, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pr",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,32.56803276014045,-82.16868044340887
6720,Coworking At Our Place,,Oklahoma City,OK,https://coworkingatourplace.com/home,,,"Coworking At Our Place is a premier coworking destination in Oklahoma City, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,35.4676,-97.5164
6725,Rise Coworking,,Moore,OK,https://riseok.co/about,,,"Rise Coworking is a premier coworking destination in Moore, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the perfe",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,35.44725440032973,-97.70263805333052
6734,Park On Main Executive Suites,,Norman,OK,https://www.barkonmain.com,,,"Park On Main Executive Suites is a premier coworking destination in Norman, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,36.007765679388946,-96.3279482642413
6735,Sonoma Lake Executive Suites,,Edmond,OK,http://www.stevebridewell.com,,,"Sonoma Lake Executive Suites is a premier coworking destination in Edmond, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pr",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,47.6733,-122.1215
6736,The Root Coworking,,Tulsa,OK,https://therootcoworking.com/contact,,,"The Root Coworking is a premier coworking destination in Tulsa, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,36.154,-95.9928
6738,Brookside Collective Coworking,,Tulsa,OK,https://www.brooksidecollective.com,,,"Brookside Collective Coworking is a premier coworking destination in Tulsa, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,36.154,-95.9928
6740,Tag Coworking,,Bixby,OK,https://tagcoworking.com,,,"Tag Coworking is a premier coworking destination in Bixby, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the perfec",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,34.728995451567016,-96.65725064775886
6742,Coworking Bravely,,Broken Arrow,OK,https://www.coworkingbravely.com/memberships,,,"Coworking Bravely is a premier coworking destination in Broken Arrow, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,35.21326984143522,-97.75865664458743
6746,Select Executive Suites,,Broken Arrow,OK,https://bankruptcyokla.com/contact-bankruptcy-attorney-broken-arrow,,,"Select Executive Suites is a premier coworking destination in Broken Arrow, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,35.21326984143522,-97.75865664458743
6747,Broken Arrow Business Center,,Broken Arrow,OK,https://brokenarrowbusinesscenter.com,,,"Broken Arrow Business Center is a premier coworking destination in Broken Arrow, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs,",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,35.21326984143522,-97.75865664458743
6754,Workit Coworking Center,,Stillwater,OK,https://coworkit.net,,,"Workit Coworking Center is a premier coworking destination in Stillwater, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pro",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,35.822774171607456,-96.45109057665091
6758,Riverview Executive Offices Suites - Closed,,,CT,https://www.fischelproperties.com/property/sono-office-building,,,"Riverview Executive Offices Suites - Closed is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of en",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6759,Executive Office Centers Limited Partnership,,,CT,http://executiveofficefm.com,,,"Executive Office Centers Limited Partnership is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of e",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6760,District Cowork,,,CT,https://www.districtnhv.com/cowork,,,"District Cowork is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6761,Candid Executive Offices,,,CT,https://www.candidgroup.com,,,"Candid Executive Offices is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pro",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6764,Connecticut Business Centers,,,CT,https://www.ctbizcenters.com,,,"Connecticut Business Centers is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6773,Heritage Executive Suites,,,CT,https://dagargroup.com,,,"Heritage Executive Suites is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pr",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6775,Yorktown Business Center,,,CT,http://www.nypennysaver.com,,,"Yorktown Business Center is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pro",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6777,Chestnut Office Park,,,CT,https://gdtcpa.com,,,"Chestnut Office Park is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6779,Gspace Private Offices,,Fairfield,CT,https://gspace.us,,,"Gspace Private Offices is a premier coworking destination in Fairfield, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provi",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.33161202486509,-72.77961318162639
6782,Stark Office Suites,,Mount Kisco,CT,https://starkofficesuites.com/contact-us,,,"Stark Office Suites is a premier coworking destination in Mount Kisco, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provid",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.84444833763446,-73.87682700133149
6783,Westchester Business Center,,White Plains,CT,https://www.westchesterbusinesscenter.com,,,"Westchester Business Center is a premier coworking destination in White Plains, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.03182850492464,-73.64009782958003
6788,Launchpad,,Huntington,CT,https://launchpadli.com,,,"Launchpad is a premier coworking destination in Huntington, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the perfe",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.09568619692472,-72.54849823080583
6789,Known Coworking,,New Haven,CT,https://nhvknown.com,,,"Known Coworking is a premier coworking destination in New Haven, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.3082,-72.9279
6790,Yardwork Co-Working,,Litchfield,CT,https://www.yardworkct.com,,,"Yardwork Co-Working is a premier coworking destination in Litchfield, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.56831561877876,-72.64158679837799
6792,Executive Suite Of Madison,,Guilford,CT,http://kingassociates.com,,,"Executive Suite Of Madison is a premier coworking destination in Guilford, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pr",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.24291121518494,-72.23886325987898
6793,Wework 135 West 41St St.,,New York,CT,https://www.wework.com/buildings/135-w-41st-st--new-york-city--ny,,,"Wework 135 West 41St St. is a premier coworking destination in New York, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we prov",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.7128,-74.006
6794,Coworking@Sono 50,,Norwalk,CT,,,,"Coworking@Sono 50 is a premier coworking destination in Norwalk, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.47436022826452,-72.38386759894199
6795,West Hartford Coworking,,West Hartford,CT,https://www.westhartfordcoworking.com,,,"West Hartford Coworking is a premier coworking destination in West Hartford, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.7658,-72.6734
6798,Office Suites One,,Stamford,CT,https://officesuitesone.com,,,"Office Suites One is a premier coworking destination in Stamford, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.73705496852953,-73.88971352417539
6799,Blt Business Centers,,Stamford,CT,https://bltliveworkplay.com/apartments/stamford/harbor-point,,,"Blt Business Centers is a premier coworking destination in Stamford, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.73705496852953,-73.88971352417539
6800,Office Evolution Stamford,,Stamford,CT,https://www.officeevolution.com/locations/stamford,,,"Office Evolution Stamford is a premier coworking destination in Stamford, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pro",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.73705496852953,-73.88971352417539
6801,Office Suites Of Darien,,Darien,CT,https://officesuitesofdarien.com,,,"Office Suites Of Darien is a premier coworking destination in Darien, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.08695659225389,-73.53451053137235
6804,Sono Spaces,,Norwalk,CT,https://sonospaces.com,,,"Sono Spaces is a premier coworking destination in Norwalk, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the perfec",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.47436022826452,-72.38386759894199
6806,Nyack Business Center,,Nyack,CT,https://nyackbusinesscenter.com,,,"Nyack Business Center is a premier coworking destination in Nyack, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide th",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.501106955093086,-72.68749171404133
6809,Ny Workspaces,,Lagrangeville,CT,https://www.nyworkspaces.com,,,"Ny Workspaces is a premier coworking destination in Lagrangeville, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide th",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.503701737384205,-73.88512002226946
6811,Carr Workplaces Westchester - Coworking & Office Space,,Harrison,CT,https://carrworkplaces.com/locations/new-york/westchester,,,"Carr Workplaces Westchester - Coworking & Office Space is a premier coworking destination in Harrison, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant commu",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.171221801667734,-73.23558148487096
6816,430 New Park Avenue,,West Hartford,CT,https://www.westhartfordcoworking.com/west-hartford-coworking-expands-with-move-to-430-new-park,,,"430 New Park Avenue is a premier coworking destination in West Hartford, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we prov",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.7658,-72.6734
6817,Avon Center Office Park,,Avon,CT,https://www.avon.com:443,,,"Avon Center Office Park is a premier coworking destination in Avon, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide t",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.05777858757994,-73.56609449590705
6821,Work_Space,,Manchester,CT,https://workspacemanchester.com/art-culture,,,"Work_Space is a premier coworking destination in Manchester, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the perf",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.50853061773281,-72.16850183452355
6824,Hamptons Virtual Office,,Southampton,CT,https://hamptonsvirtual.com,,,"Hamptons Virtual Office is a premier coworking destination in Southampton, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pr",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.513412759290574,-73.16988167166647
6825,Hayvn Coworking,,Darien,CT,https://hayvn.com,,,"Hayvn Coworking is a premier coworking destination in Darien, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the per",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.08695659225389,-73.53451053137235
